"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"B_i20_S_M08",56,56.375,5.69515162749607,0.824412049861496,2.36744357377433,9.31171557090408,2,0.213980263157895,0.58813334974514,0.101699136205287,0.238943330008239,0.292363636363636,0.323421052631579,0.526052631578947,1229,0.323421052631579,0.175587950138504,0.389210526315789,0.998569784040154,2.05465292773644,0.0189473684210526,0.158157894736842
"B_i20_S_M10",63,70.5,6.14592049630436,0.837290443213296,2.49650928452733,10.7274848190017,3,0.181378446115288,0.602565315731759,0.0975542935921327,0.213275347580362,0.293217317487267,0.336842105263158,0.485,1280,0.336842105263158,0.162709556786704,0.206052631578947,0.998411689766849,2.05425246349387,0.0218421052631579,0.158421052631579
"B_i20_S_M11",63,64.5,4.36011928126876,0.770648476454294,2.12331657596664,10.7274848190017,2,0.164786967418546,0.512490352399412,0.0692082425598216,0.242041617507609,0.2498259762309,0.392105263157895,0.605,1490,0.392105263157895,0.229351523545706,0.237368421052632,0.998717824745591,2.05996542007412,0.02,0.124210526315789
"B_i20_S_M12",56,58.5,5.81349939650723,0.827986565096953,2.38139910318725,9.31171557090408,2,0.209506578947368,0.59160025909496,0.103812489223343,0.237957414044034,0.309052631578947,0.278684210526316,0.512631578947368,1059,0.278684210526316,0.172013434903047,0.240263157894737,0.998489278752436,2.05903907175893,0.0178947368421053,0.146052631578947
"B_i20_S2",42,57.6,2.432573575243,0.588912742382272,1.27702647284847,6.60765516217891,1,0.408489974937343,0.341663818172079,0.0579184184581668,0.189589368500551,0.113209242618742,0.592368421052632,0.779210526315789,2251,0.592368421052632,0.411087257617729,0.0102631578947368,0.999514435695538,2.05888010062386,0.0202631578947368,0.392368421052632
"B_i20_S3",22,27,4.76720270185505,0.790233379501385,1.83105665227988,3.09219439231132,2,0.364593301435407,0.592375122603218,0.216691031902502,0.118636872734389,0.266842105263158,0.338947368421053,0.543157894736842,1288,0.338947368421053,0.209766620498615,0.175526315789474,0.999295099077528,2.04043003375338,0.00263157894736842,0.281052631578947
"B_i21_S_M01",25,25,3.71429365143875,0.730769806094183,1.78955188169574,3.58894116973577,2,0.205410526315789,0.555955550652227,0.14857174605755,0.186133363936773,0.276041666666667,0.450526315789474,0.658421052631579,1712,0.450526315789474,0.269230193905817,0.680263157894737,0.999295252567113,2.03466114375599,0.00368421052631579,0.0592105263157895
"B_i21_S_M02",34,37,3.09107100044525,0.676487534626039,1.60396510219435,5.14708684856342,2,0.146857585139319,0.454850004983236,0.0909138529542721,0.189700070988553,0.226204146730463,0.432105263157895,0.796315789473684,1642,0.432105263157895,0.323512465373961,0.847894736842105,0.999324108609231,2.04252450487862,0.0123684210526316,0.0373684210526316
"B_i21_S_M03",35,40,3.77182644165267,0.734876454293629,1.83975943089504,5.32598103306538,2,0.162962406015038,0.517462537865934,0.107766469761505,0.17402161173705,0.265131578947368,0.415526315789474,0.69921052631579,1579,0.415526315789474,0.265123545706371,0.775789473684211,0.999219121732591,2.0412008451585,0.00947368421052631,0.0507894736842105
"B_i21_S_M04",36,45,2.63823029558045,0.620958033240997,1.34209134897012,5.50595703771968,2,0.113815789473684,0.374517721831362,0.0732841748772348,0.169590538253617,0.156481203007519,0.453421052631579,0.867368421052632,1723,0.453421052631579,0.379041966759003,0.92078947368421,0.999461558533254,2.05788074492808,0.0142105263157895,0.0326315789473685
"B_i21_S_M05",25,25,4.14359805491932,0.758663850415512,1.97763292062175,3.58894116973577,2,0.245789473684211,0.614386210658724,0.165743922196773,0.230129975166835,0.33031798245614,0.443947368421053,0.578421052631579,1687,0.443947368421053,0.241336149584488,0.770526315789474,0.999129483814523,2.02855163185655,0.00473684210526316,0.0871052631578947
"B_i21_S_M06",49,64.6,4.3047141389588,0.767696537396122,2.00147768126896,7.93747663137144,2,0.163555316863587,0.514278031347086,0.0878513089583428,0.172235713180642,0.230427631578947,0.391052631578947,0.636578947368421,1486,0.391052631578947,0.232303462603878,0.792631578947368,0.999062946079108,2.05749145153421,0.0131578947368421,0.0831578947368421
"B_i21_S_M07",41,44.5,4.04950037466292,0.75305595567867,1.79746154530746,6.42151063750443,2,0.139281129653402,0.484024953069689,0.0987683018210467,0.181873913770352,0.184427631578947,0.341052631578947,0.662894736842105,1296,0.341052631578947,0.24694404432133,0.848421052631579,0.999238307930807,2.05665663323616,0.0160526315789474,0.0476315789473685
"B_i21_S_M08",36,36.6,2.46218818961304,0.593857202216067,1.40186151059916,5.50595703771968,1,0.13109649122807,0.391196903009286,0.0683941163781401,0.228177528220205,0.175007518796993,0.565263157894737,0.857631578947368,2148,0.565263157894737,0.406142797783933,0.867368421052632,0.999354960015963,2.05915235194552,0.015,0.0594736842105263
"B_i21_S_M09",43,43,7.76411708976803,0.871202354570637,2.64804710684993,6.79478020190698,3,0.275434516523868,0.704043131287003,0.180560862552745,0.256210344237893,0.408978696741855,0.293157894736842,0.416578947368421,1114,0.293157894736842,0.128797645429363,0.391842105263158,0.998335251953155,2.01506712904746,0.0105263157894737,0.23
"B_i21_S_M10",51,51,8.03939973966597,0.875612603878116,2.79301918632199,8.32572322169404,4,0.302270381836945,0.710361915105257,0.157635289013058,0.240601216795289,0.408973684210526,0.309210526315789,0.391842105263158,1175,0.309210526315789,0.124387396121884,0.095,0.998002102807325,2.00714616480418,0.0113157894736842,0.441052631578947
"B_i21_S_M12",45,45,15.888909673089,0.937063019390582,3.10849325871287,7.17192395821109,6,0.403076023391813,0.816592820368591,0.3530868816242,0.307903129253919,0.48427033492823,0.133684210526316,0.240263157894737,508,0.133684210526316,0.0629369806094183,0.193157894736842,0.997556983008703,2.01646881900985,0.00552631578947368,0.458421052631579
"B_i21_S1",274,280.416666666667,69.4624835243071,0.985603739612188,4.85445192327878,67.7428581302606,28,0.682797733384556,0.864838968801394,0.253512713592362,0.414511934711372,0.528122228648544,0.0539473684210526,0.103157894736842,205,0.0539473684210526,0.0143962603878116,0.0260526315789474,0.984859480284264,2.06088195449493,0.134210526315789,0.90578947368421
"B_i21_S3",21,27,2.47115220723178,0.595330470914127,1.43278417858795,2.92938781849893,1,0.171829573934837,0.470610484204326,0.117673914630085,0.149807892318679,0.258592105263158,0.607894736842105,0.768157894736842,2310,0.607894736842105,0.404669529085873,0.68078947368421,0.999473760955319,2.02828552447363,0.00105263157894737,0.0573684210526316
"B_i22_S_M01",35,37,3.90692429278989,0.744044182825485,1.85918244238798,5.32598103306538,2,0.187714285714286,0.522925578658853,0.111626408365425,0.166843357845022,0.262306501547988,0.385526315789474,0.695263157894737,1465,0.385526315789474,0.255955817174515,0.405789473684211,0.999208837930346,2.0348341076428,0.0105263157894737,0.0918421052631579
"B_i22_S_M02",38,39.2,4.84038787462725,0.793404986149584,2.13506656581136,5.86908899518849,2,0.483060941828255,0.586945977926185,0.127378628279664,0.168884624311705,0.323783783783784,0.359210526315789,0.611052631578947,1365,0.359210526315789,0.206595013850416,0.418157894736842,0.998979524489263,2.00336554586407,0.0110526315789474,0.442105263157895
"B_i22_S_M03",47,52.25,6.17444958031702,0.838042243767313,2.34706713741763,7.55285083759426,3,0.319809630459127,0.60960445682009,0.13137126766632,0.175600940355617,0.300903890160183,0.305263157894737,0.492105263157895,1160,0.305263157894737,0.161957756232687,0.295,0.998769243756811,2.05457452509614,0.0139473684210526,0.297894736842105
"B_i22_S_M04",36,41,6.97423493512126,0.856615096952909,2.32880855863675,5.50595703771968,3,0.38078216374269,0.649866401889331,0.193728748197813,0.153746260986038,0.319097744360902,0.245263157894737,0.456315789473684,932,0.245263157894737,0.143384903047091,0.276052631578947,0.998867937560437,2.04632299481583,0.00763157894736842,0.358684210526316
"B_i22_S_M05",40,40.8571428571429,5.15533112648983,0.806026038781163,2.08996595755775,6.23635923240113,2,0.179940789473684,0.566558485728494,0.128883278162246,0.172923883710286,0.272604588394062,0.320263157894737,0.535263157894737,1217,0.320263157894737,0.193973961218837,0.236578947368421,0.999048364568464,2.04229899364817,0.0131578947368421,0.42
"B_i22_S_M06",35,44.3333333333333,4.21143749427635,0.762551385041551,1.8858812419858,5.32598103306538,2,0.216646616541353,0.530435054281511,0.120326785550753,0.149574210106336,0.262732198142415,0.348421052631579,0.65578947368421,1324,0.348421052631579,0.237448614958449,0.344473684210526,0.999213135638747,2.02864949359105,0.0115789473684211,0.273684210526316
"B_i22_S_M07",41,41,6.07210498518137,0.835312465373961,2.28490645891179,6.42151063750443,2,0.207483953786906,0.615285341948294,0.14810012158979,0.221010945728295,0.286756578947368,0.295526315789474,0.504736842105263,1123,0.295526315789474,0.164687534626039,0.355526315789474,0.998832251231753,2.04969425897466,0.0113157894736842,0.392105263157895
"B_i22_S_M08",43,43.5,4.69987521245454,0.787228393351801,2.13127957195918,6.79478020190698,2,0.298641370869033,0.56664881059278,0.109299423545454,0.193293734095671,0.284035087719298,0.371578947368421,0.617631578947368,1412,0.371578947368421,0.212771606648199,0.432105263157895,0.998948212613774,2.04536480949662,0.0163157894736842,0.247105263157895
"B_i22_S_M09",47,47,5.94176575781791,0.831699861495845,2.38165751521053,7.55285083759426,3,0.218040313549832,0.618588626096491,0.126420548038679,0.227616755043002,0.308621281464531,0.340263157894737,0.485526315789474,1293,0.340263157894737,0.168300138504155,0.390789473684211,0.998670319718807,2.04191022607449,0.0165789473684211,0.201052631578947
"B_i22_S_M10",55,58,8.79382142696195,0.88628379501385,2.61005538269953,9.11279293301415,4,0.217014354066986,0.65131978352035,0.159887662308399,0.203941029728973,0.302534113060429,0.186578947368421,0.362368421052632,709,0.186578947368421,0.11371620498615,0.136052631578947,0.998406317631349,2.05357513450046,0.0152631578947368,0.186315789473684
"B_i22_S_M11-1",56,63,7.28767333458496,0.862781994459834,2.60655928506048,9.31171557090408,3,0.214088345864662,0.647535789496307,0.130137023831874,0.214347198994335,0.345033492822967,0.248157894736842,0.474473684210526,943,0.248157894736842,0.137218005540166,0.107894736842105,0.998297109791102,2.04521324575096,0.0213157894736842,0.189210526315789
"B_i22_S_M11-2",75,81,7.78870809928553,0.871609002770083,2.7246531932106,13.244714322804,3,0.199978947368421,0.631073698771327,0.103849441323807,0.204092693515476,0.314278093883357,0.263421052631579,0.456315789473684,1001,0.263421052631579,0.128390997229917,0.139210526315789,0.99805636137588,2.0525761455376,0.0276315789473684,0.176842105263158
"B_i22_S_M11-3",55,64,5.36891990270506,0.813742797783934,2.41694302450966,9.11279293301415,2,0.198248803827751,0.603130040051674,0.0976167255037283,0.199852095938749,0.332017543859649,0.381578947368421,0.522368421052632,1450,0.381578947368421,0.186257202216066,0.108684210526316,0.998506853310003,2.05015325005513,0.0178947368421053,0.168421052631579
"B_i22_S_M12",58,61.75,8.66005447917929,0.88452728531856,2.61472632623018,9.71209336674282,4,0.252903811252269,0.643950997326845,0.149311284123781,0.214888914777143,0.297137580794091,0.185526315789474,0.365789473684211,705,0.185526315789474,0.11547271468144,0.147105263157895,0.998361575417108,2.05161723272513,0.0213157894736842,0.378157894736842
"B_i22_S2",270,293.15625,40.2533395776187,0.975157340720222,4.73582440712333,66.4405932493897,32,0.55862865497076,0.845921304576089,0.149086442880069,0.387181526426914,0.557796908628448,0.102631578947368,0.197105263157895,390,0.102631578947368,0.0248426592797784,0.201052631578947,0.984669767156305,2.06136816185475,0.103947368421053,0.692631578947368
"B_i22_S3",22,29.5,1.48983568886948,0.328785041551247,0.842118482479016,3.09219439231132,1,0.114210526315789,0.272438342464071,0.0677198040395219,0.141969610641596,0.168847117794486,0.814736842105263,0.880789473684211,3096,0.814736842105263,0.671214958448753,0.0660526315789474,0.999678055593928,2.05088470534793,0.00578947368421053,0.0499999999999999
"B_i23_S_M01",28,28.3333333333333,3.8809588440978,0.742331717451524,1.73021449741021,4.09748487998251,2,0.214116541353383,0.519240188327828,0.138605673003493,0.157183443221215,0.23083820662768,0.402368421052632,0.676052631578947,1529,0.402368421052632,0.257668282548476,0.381842105263158,0.999353732099277,2.04130520594714,0.0136842105263158,0.108421052631579
"B_i23_S_M02",32,35,3.48877045968175,0.713366066481994,1.76497845553658,4.79261456116046,2,0.164975328947368,0.509265133015698,0.109024076865055,0.170960253289993,0.260033955857385,0.441578947368421,0.73,1678,0.441578947368421,0.286633933518006,0.339736842105263,0.999264554649967,2.04691617069128,0.00842105263157895,0.0565789473684211
"B_i23_S_M03",42,42.8571428571429,4.00401732707997,0.750250831024931,1.86259251506985,6.60765516217891,2,0.151278195488722,0.498329896778116,0.0953337458828564,0.194537088519001,0.219409499358151,0.401842105263158,0.626578947368421,1527,0.401842105263158,0.249749168975069,0.2,0.999172230664149,2.05378073665472,0.0126315789473684,0.0702631578947368
"B_i23_S_M04",37,39,3.39214141377125,0.705200969529086,1.75036729999199,5.68699828765828,2,0.156884779516358,0.484743032751531,0.0916794976694932,0.200112342541588,0.213157894736842,0.475526315789474,0.704736842105263,1807,0.475526315789474,0.294799030470914,0.553157894736842,0.999246135899679,2.05679527188934,0.0107894736842105,0.0728947368421052
"B_i23_S_M05",36,36.2,4.34359653402654,0.769776038781163,2.01089862685513,5.50595703771968,2,0.182061403508772,0.56115194628258,0.120655459278515,0.180714801620776,0.291187969924812,0.417894736842105,0.583947368421053,1588,0.417894736842105,0.230223961218837,0.204473684210526,0.999107688293349,2.01508769749955,0.00973684210526316,0.0734210526315789
"B_i23_S_M06",58,78,7.93431006668337,0.873965096952909,2.39874422477497,9.71209336674282,3,0.16279945553539,0.590759239458497,0.136798449425575,0.170665381601578,0.218938134810711,0.196052631578947,0.351842105263158,745,0.196052631578947,0.126034903047091,0.234736842105263,0.998700633911989,2.05555604751279,0.0252631578947368,0.0828947368421052
"B_i23_S_M07",38,38.25,5.01557119506057,0.800620914127424,2.0843059463891,5.86908899518849,2,0.400138504155125,0.572991498996102,0.131988715659489,0.209534923526446,0.268918918918919,0.306315789473684,0.574473684210526,1164,0.306315789473684,0.199379085872576,0.341315789473684,0.999006538656352,2.05178066638858,0.0115789473684211,0.338947368421053
"B_i23_S_M08",40,42,4.49940111849378,0.777748199445983,2.23690890607572,6.23635923240113,2,0.311835526315789,0.606392519435966,0.112485027962345,0.194986124946323,0.36140350877193,0.435263157894737,0.573684210526316,1654,0.435263157894737,0.222251800554017,0.493947368421053,0.998782750840355,2.002888956109,0.01,0.212894736842105
"B_i23_S_M09",49,55,3.10751752390249,0.67819972299169,1.65110248039182,7.93747663137144,2,0.112363050483351,0.424249413877971,0.0634187249776019,0.207336562569545,0.189835526315789,0.433947368421053,0.793421052631579,1649,0.433947368421053,0.32180027700831,0.377368421052632,0.999221654310755,2.05760466701569,0.0186842105263158,0.0839473684210527
"B_i23_S_M10",45,45,6.06885885280075,0.835224376731302,2.37189328326625,7.17192395821109,2,0.231251461988304,0.623089987525887,0.134863530062239,0.235288541471274,0.319108851674641,0.285263157894737,0.532105263157895,1084,0.285263157894737,0.164775623268698,0.381578947368421,0.998680680265844,2.0470175977288,0.0157894736842105,0.430263157894737
"B_i23_S_M11",44,44,3.20967775635523,0.688442243767313,2.03350109788769,6.98287366855401,1,0.220837320574163,0.537367651890674,0.0729472217353461,0.272555458063851,0.323965728274174,0.537894736842105,0.661315789473684,2044,0.537894736842105,0.311557756232687,0.587631578947369,0.998763794876518,2.0556109562128,0.0155263157894737,0.174210526315789
"B_i23_S_M12",62,64,10.1248639734342,0.90123324099723,3.08318434152531,10.5227819497235,5,0.335594227504245,0.747052083570966,0.163304257636035,0.256924748411834,0.456514236410699,0.270789473684211,0.347631578947368,1029,0.270789473684211,0.0987667590027701,0.366842105263158,0.997260210894691,2.01667674950545,0.0152631578947368,0.402631578947368
"B_i23_S2",38,45.5,6.7967846125315,0.852871606648199,2.33438093351524,5.86908899518849,3,0.234598337950139,0.641739007960935,0.178862752961355,0.162096508110179,0.310540540540541,0.259736842105263,0.430263157894737,987,0.259736842105263,0.147128393351801,0.231578947368421,0.998805851023008,2.04735851151508,0.00736842105263158,0.106842105263158
"B_i23_S3",30,30,5.1363699096938,0.805309972299169,2.03385987351847,4.44269110321192,2,0.206114035087719,0.597983487957565,0.171212330323127,0.230417902595066,0.258802177858439,0.333157894736842,0.543157894736842,1266,0.333157894736842,0.194690027700831,0.455789473684211,0.999078064803303,2.04748285107289,0.00394736842105263,0.0639473684210526
"B_i24_S_M01",35,50,6.08763838416202,0.835732686980609,2.13431183658769,5.32598103306538,3,0.278390977443609,0.600310236768656,0.173932525261772,0.16081555075818,0.26609907120743,0.248947368421053,0.474210526315789,946,0.248947368421053,0.164267313019391,0.431315789473684,0.999034780740127,2.04756898783429,0.0107894736842105,0.178947368421053
"B_i24_S_M02",28,28,5.85824507424636,0.829300415512465,2.2688029417728,4.09748487998251,2,0.300986842105263,0.680871457572545,0.209223038365941,0.200921365284886,0.416803118908382,0.327368421052632,0.537631578947368,1244,0.327368421052632,0.170699584487535,0.419210526315789,0.998886202821139,1.94387244318905,0.00552631578947368,0.158421052631579
"B_i24_S_M03",53,58.6,7.11816047804067,0.859514265927978,2.49244299279194,8.71751792574947,3,0.253416087388282,0.627773233571133,0.134304914680013,0.187187726400927,0.294043522267206,0.281315789473684,0.456578947368421,1069,0.281315789473684,0.140485734072022,0.342631578947368,0.998576230602754,2.04559066700236,0.0160526315789474,0.278421052631579
"B_i24_S_M04",42,42.1666666666667,10.2550700100278,0.902487257617729,2.72323771779009,6.60765516217891,4,0.343671679197995,0.72859241075481,0.244168333572091,0.191215767032777,0.393376123234916,0.211842105263158,0.338947368421053,805,0.211842105263158,0.0975127423822715,0.298684210526316,0.998331568203098,2.02228469655156,0.00868421052631579,0.283421052631579
"B_i24_S_M05",45,54.3333333333333,5.93541089156119,0.831519667590028,2.38711030352928,7.17192395821109,3,0.311625730994152,0.627087457830627,0.131898019812471,0.174168698722586,0.327452153110048,0.349473684210526,0.477105263157895,1328,0.349473684210526,0.168480332409972,0.376052631578947,0.998691501281638,2.04884025850634,0.0107894736842105,0.331315789473684
"B_i24_S_M07",45,47.5,3.76325282647912,0.73427243767313,2.20137845593815,7.17192395821109,2,0.260304093567251,0.578296200898803,0.083627840588425,0.210449562028838,0.35005980861244,0.496315789473684,0.578947368421053,1886,0.496315789473684,0.26572756232687,0.650526315789474,0.998658501020706,2.05026845583737,0.01,0.207368421052632
"B_i24_S_M08",47,58.25,3.77066817075591,0.734795013850416,2.00939712409485,7.55285083759426,2,0.15528555431131,0.52190132222525,0.0802269823565087,0.175730013373502,0.255772311212815,0.479473684210526,0.595789473684211,1822,0.479473684210526,0.265204986149584,0.518421052631579,0.999019968995104,2.05551391157635,0.0192105263157895,0.14
"B_i24_S_M09",48,49,5.35430758494772,0.813234487534626,2.24357039025813,7.74470638711891,2,0.160652412280702,0.579554092886526,0.111548074686411,0.201986447461144,0.27444568868981,0.35,0.548947368421053,1330,0.35,0.186765512465374,0.596578947368421,0.998849058341391,2.05071987656382,0.0189473684210526,0.0665789473684211
"B_i24_S_M10",59,66.5,2.78227681958785,0.640582132963989,1.91438456836418,9.91353412552145,1,0.138893844781445,0.469495276180827,0.0471572342303025,0.20443640026708,0.263103448275862,0.58921052631579,0.643421052631579,2239,0.58921052631579,0.359417867036011,0.721842105263158,0.998871544565702,2.04876373213036,0.0273684210526316,0.0773684210526315
"B_i24_S_M11",49,51,5.25138267014625,0.809573961218837,2.24743989675064,7.93747663137144,2,0.168356605800215,0.5774778187579,0.107171074900944,0.20301457806365,0.289676535087719,0.292894736842105,0.584736842105263,1113,0.292894736842105,0.190426038781163,0.377368421052632,0.99877914383509,2.05074610585151,0.0184210526315789,0.472894736842105
"B_i24_S_M12",43,45,4.09754890526773,0.755951662049862,1.87517225895116,6.79478020190698,2,0.151897184822521,0.498556897073097,0.0952918350062264,0.208173534139252,0.217086466165414,0.325789473684211,0.639473684210526,1238,0.325789473684211,0.244048337950138,0.345526315789474,0.999074841522003,2.05635743914556,0.0168421052631579,0.256052631578947
"B_i24_S1",149,176.236842105263,5.47671297093474,0.817408725761773,2.36734119866378,30.9153987850522,2,0.151095019427764,0.473094844333365,0.0367564628921794,0.331376592274058,0.185065789473684,0.300263157894737,0.514736842105263,1141,0.300263157894737,0.182591274238227,0.194736842105263,0.997825359549354,2.06112247717883,0.0797368421052632,0.468947368421053
"B_i24_S2",22,23.5,2.0390549629807,0.509576731301939,1.03779275753346,3.09219439231132,1,0.132332535885167,0.335741994227848,0.0926843164991229,0.145996404255474,0.134736842105263,0.644473684210526,0.916842105263158,2449,0.644473684210526,0.490423268698061,0.648421052631579,0.999645132077788,2.05494671836565,0.00868421052631579,0.0565789473684211
"B_i24_S3",14,14,1.79489474259917,0.442864265927978,0.854566756793931,1.83310602685456,1,0.151898496240601,0.323815154450819,0.128206767328512,0.13992314837684,0.133603238866397,0.706052631578947,0.947368421052632,2683,0.706052631578947,0.557135734072022,0.706578947368421,0.99971159306841,2.043858823973,0.00394736842105263,0.0381578947368421
"B_i25_S_M01",36,37.5,7.15381292283791,0.860214404432133,2.30331460863167,5.50595703771968,3,0.269188596491228,0.64275217968403,0.198717025634386,0.163535099791438,0.30812030075188,0.205,0.406315789473684,779,0.205,0.139785595567867,0.117631578947368,0.998870546883393,2.03663982738671,0.00789473684210526,0.683157894736842
"B_i25_S_M02",42,43.6666666666667,3.3778915593882,0.703957340720222,1.75190949620791,6.60765516217891,2,0.147537593984962,0.468717055043652,0.0804259895092428,0.201932888643614,0.219961489088575,0.43078947368421,0.75,1637,0.43078947368421,0.296042659279778,0.418947368421053,0.999180595846572,2.05792558293552,0.0118421052631579,0.0973684210526315
"B_i25_S_M03",52,54.1428571428571,5.4515499164146,0.816565927977839,2.41922331437093,8.52118140582265,2,0.234686234817814,0.612268816270203,0.104837498392589,0.191208661060803,0.355376676986584,0.368684210526316,0.551578947368421,1401,0.368684210526316,0.183434072022161,0.580526315789474,0.998517981304968,2.05467761591965,0.0178947368421053,0.212368421052632
"B_i25_S_M04",39,54,5.75522593645976,0.82624487534626,2.20203310256326,6.05221410292509,3,0.18587044534413,0.601063477364872,0.14756989580666,0.185927912788531,0.259598337950138,0.332105263157895,0.479473684210526,1262,0.332105263157895,0.17375512465374,0.569736842105263,0.99891490537367,2.05234842556829,0.0110526315789474,0.0576315789473685
"B_i25_S_M05",45,52,6.98622687626638,0.856861218836565,2.46751179524501,7.17192395821109,3,0.292760233918129,0.648208713505854,0.155249486139253,0.180900845100622,0.312081339712919,0.308684210526316,0.428157894736842,1173,0.308684210526316,0.143138781163435,0.435526315789474,0.998626882166045,2.04947006858903,0.0126315789473684,0.188421052631579
"B_i25_S_M06",51,52.5,4.73195010086525,0.788670637119114,2.27574766689249,8.32572322169404,2,0.179236326109391,0.578801777970924,0.0927833353110834,0.246118715782071,0.285884210526316,0.417631578947368,0.544473684210526,1587,0.417631578947368,0.211329362880886,0.563947368421053,0.998690119875366,2.05575343807629,0.0155263157894737,0.0831578947368421
"B_i25_S_M07",54,65.25,5.91275492613561,0.830874099722992,2.349065656793,8.91472445306465,2,0.18796783625731,0.5888882054608,0.109495461595104,0.185816696775804,0.277666335650447,0.307368421052632,0.536842105263158,1168,0.307368421052632,0.169125900277008,0.583684210526316,0.998714678209083,2.05202579064966,0.0192105263157895,0.192631578947368
"B_i25_S_M08",58,76,5.56710442715883,0.820373407202216,2.4709005744639,9.71209336674282,3,0.258793103448276,0.608529800331168,0.0959845590889454,0.197177989894079,0.311468144044321,0.386315789473684,0.489473684210526,1468,0.386315789473684,0.179626592797784,0.468947368421053,0.998477767033506,2.04200400560043,0.0292105263157895,0.206842105263158
"B_i25_S_M09",64,67,4.98850295164607,0.799539058171745,2.40378220588047,10.9329874875104,2,0.204477796052632,0.577987444633482,0.0779453586194698,0.241821077337087,0.30359231411863,0.397105263157895,0.565263157894737,1509,0.397105263157895,0.200460941828255,0.587894736842105,0.998406164141763,2.05639886372048,0.0257894736842105,0.144210526315789
"B_i25_S_M11",68,71.3333333333333,8.42449170094221,0.881298476454294,2.86469495398494,11.762879812059,3,0.262205882352941,0.678916867593533,0.123889583837385,0.256713115679502,0.37197172034564,0.276052631578947,0.423947368421053,1049,0.276052631578947,0.118701523545706,0.339473684210526,0.99771461681325,2.0554038893764,0.0202631578947368,0.429473684210526
"B_i25_S_M12",66,66.2,6.5707148155058,0.847809556786704,2.77428632270806,11.3463686344521,3,0.29450956937799,0.662175404306993,0.0995562850834211,0.279042025173854,0.391125506072874,0.348947368421053,0.479473684210526,1326,0.348947368421053,0.152190443213296,0.432105263157895,0.997725437829043,2.05315111858229,0.0255263157894737,0.45921052631579
"B_i25_S1",285,318.444444444444,35.1719871198429,0.971568282548476,4.54656917884155,71.364989644402,16,0.407449676823638,0.804348143595289,0.123410481122256,0.406301765331697,0.477200704225352,0.101315789473684,0.191578947368421,385,0.101315789473684,0.0284317174515235,0.0639473684210526,0.986702276250554,2.06051688351319,0.161315789473684,0.756052631578947
"B_i25_S2",63,86.0769230769231,2.31528395258093,0.568087534626039,1.25173411733529,10.7274848190017,1,0.413759398496241,0.302122474888836,0.0367505389298561,0.237591323938994,0.119783531409168,0.574736842105263,0.891842105263158,2184,0.574736842105263,0.431912465373961,0.0163157894736842,0.999428097803564,2.0603433992856,0.0268421052631579,0.404736842105263
"B_i25_S3",25,35,1.65769932456788,0.396754293628809,1.04429768910079,3.58894116973577,1,0.154842105263158,0.324429318159097,0.0663079729827154,0.167168264627112,0.197642543859649,0.770789473684211,0.846842105263158,2929,0.770789473684211,0.603245706371191,0.0455263157894737,0.999581740878881,2.03988547433164,0.005,0.101842105263158
"B_i26_S_M01",39,39.5,6.13928350650024,0.837114542936288,2.20785287696447,6.05221410292509,3,0.309554655870445,0.602652033792565,0.157417525807698,0.197034752957927,0.258095567867036,0.297894736842105,0.469736842105263,1132,0.297894736842105,0.162885457063712,0.478157894736842,0.998951435895075,2.04820896889281,0.0176315789473684,0.225526315789474
"B_i26_S_M02",31,34,4.32164792456151,0.768606786703601,1.9690457750473,4.61707414860265,2,0.270356536502547,0.573399275476484,0.1394079975665,0.1787909123181,0.287789473684211,0.399736842105263,0.622631578947368,1519,0.399736842105263,0.231393213296399,0.543684210526316,0.999137388528188,2.04575630840118,0.00605263157894737,0.186052631578947
"B_i26_S_M03",43,44,4.95727270355372,0.798276177285319,2.20973389041019,6.79478020190698,2,0.242925336597307,0.587507663096706,0.115285411710552,0.206370887602451,0.280263157894737,0.400263157894737,0.502631578947368,1521,0.400263157894737,0.201723822714681,0.610789473684211,0.998862258445764,2.04902389529839,0.0171052631578947,0.143421052631579
"B_i26_S_M04",36,36.6,4.78662397157196,0.791084487534626,2.02136290196481,5.50595703771968,2,0.429722222222222,0.564072057851513,0.13296177698811,0.184534466303386,0.25596992481203,0.361578947368421,0.546842105263158,1374,0.361578947368421,0.208915512465374,0.548157894736842,0.999080367147089,2.05500949318266,0.00842105263157895,0.390789473684211
"B_i26_S_M05",42,87,5.48375948929641,0.817643351800554,2.3247060845347,6.60765516217891,3,0.426353383458647,0.621966712403647,0.130565702126105,0.151286547021,0.33584082156611,0.380263157894737,0.499473684210526,1445,0.380263157894737,0.182356648199446,0.486842105263158,0.998782827585148,2.0333674332075,0.0102631578947368,0.409473684210526
"B_i26_S_M07",54,56.1428571428571,5.63288418493648,0.822471052631579,2.28408444578451,8.91472445306465,2,0.235818713450292,0.572598039782035,0.104312670091416,0.216506812996933,0.271132075471698,0.287105263157895,0.523157894736842,1091,0.287105263157895,0.177528947368421,0.253684210526316,0.998707771177726,2.05709909567397,0.0176315789473684,0.216578947368421
