	A_i01_M01	A_i01_M02	A_i01_M03	A_i01_M04	A_i01_M05	A_i01_M06	A_i01_M07	A_i01_M08	A_i01_M09	A_i01_M10	A_i01_M11	A_i01_M12	A_i01_O1	A_i02_M01	A_i02_M02	A_i02_M03	A_i02_M04	A_i02_M05	A_i02_M06	A_i02_M07	A_i02_M08	A_i02_M09	A_i02_M10	A_i02_M11	A_i02_M12	A_i02_O1	A_i02_O2	A_i03_M01	A_i03_M02	A_i03_M03	A_i03_M04	A_i03_M05	A_i03_M06	A_i03_M07	A_i03_M08	A_i03_M09	A_i03_M10	A_i03_M11	A_i03_M12	A_i03_O1	A_i04_M01	A_i04_M02	A_i04_M03	A_i04_M04	A_i04_M05	A_i04_M06	A_i04_M07	A_i04_M08	A_i04_M09	A_i04_M10	A_i04_M11	A_i04_M12	A_i04_O1	A_i04_O2	A_i05_M01	A_i05_M02	A_i05_M03	A_i05_M04	A_i05_M05	A_i05_M06	A_i05_M07	A_i05_M08	A_i05_M09	A_i05_M10	A_i05_M11	A_i05_M12	A_i05_O1	A_i05_O2	A_i06_M01	A_i06_M02	A_i06_M03	A_i06_M04	A_i06_M05	A_i06_M07	A_i06_M08	A_i06_M09	A_i06_M10	A_i06_M11	A_i06_M12	A_i06_O1	A_i06_O2	A_i07_M01	A_i07_M02	A_i07_M03	A_i07_M04	A_i07_M05	A_i07_M06	A_i07_M07	A_i07_M08	A_i07_M09	A_i07_M10	A_i07_M11	A_i07_M12	A_i07_O1	A_i07_O2	A_i08_M01	A_i08_M02	A_i08_M03	A_i08_M04	A_i08_M05	A_i08_M06	A_i08_M07	A_i08_M08	A_i08_M09	A_i08_M10	A_i08_M11	A_i08_M12	A_i08_O1	A_i08_O2	A_i09_M01	A_i09_M02	A_i09_M03	A_i09_M04	A_i09_M05	A_i09_M06	A_i09_M07	A_i09_M08	A_i09_M09	A_i09_M10	A_i09_M11	A_i09_M12	A_i09_O1	A_i09_O2	A_i10_M01	A_i10_M02	A_i10_M03	A_i10_M04	A_i10_M05	A_i10_M07	A_i10_M08	A_i10_M09	A_i10_M10	A_i10_M11	A_i10_M12	A_i10_M6_1	A_i10_M6_2	A_i10_O1	A_i10_O2	A_i11_M01	A_i11_M02	A_i11_M03	A_i11_M04	A_i11_M05	A_i11_M06	A_i11_M07	A_i11_M08	A_i11_M09	A_i11_M10	A_i11_M11	A_i11_M12	A_i11_O1	A_i12_M01	A_i12_M02	A_i12_M03	A_i12_M04	A_i12_M05	A_i12_M06	A_i12_M07	A_i12_M08	A_i12_M09	A_i12_M10	A_i12_M11	A_i12_M12	A_i12_O2	A_i13_M03	A_i14_M01	A_i14_M02	A_i14_M03	A_i14_M04	A_i14_M05	A_i14_M06	A_i14_M07	A_i14_M08	A_i14_M09	A_i14_M10	A_i14_M11	A_i14_M12	A_i14_O1	A_i14_O2	A_i15_M01	A_i15_M02	A_i15_M04	A_i15_M05	A_i15_M06	A_i15_M07	A_i15_M08	A_i15_M09	A_i15_M10	A_i15_M11	A_i15_M12	A_i15_O2	A_i16_M01	A_i16_M02	A_i16_M03	A_i16_M04	A_i16_M05	A_i16_M06	A_i16_M07	A_i16_M08	A_i16_M09	A_i16_M10	A_i16_M11	A_i16_M12	A_i16_O1	A_i16_O2	A_i17_M07	A_i18_M01	A_i18_M02	A_i18_M03	A_i18_M04	A_i18_M05	A_i18_M06	A_i18_M08	A_i18_M09	A_i18_M10	A_i18_M11	A_i18_M12	A_i18_O1	A_i18_O2	A_i19_M01	A_i19_M02	A_i19_M03	A_i19_M04	A_i19_M05	A_i19_M06	A_i19_M07	A_i19_M08	A_i19_M09	A_i19_M10	A_i19_M11	A_i19_M12	A_i19_O1	A_i19_O2	A_i20_M01	A_i20_M02	A_i20_M03	A_i20_M04	A_i20_M05	A_i20_M06	A_i20_M07	A_i20_M08	A_i20_M09	A_i20_M10	A_i20_M11	A_i20_M12	A_i20_O1	A_i20_O2	A_i21_M01	A_i21_M02	A_i21_M03	A_i21_M04	A_i21_M05	A_i21_M06	A_i21_M07	A_i21_M08	A_i21_M09	A_i21_M10	A_i21_M11	A_i21_M12	A_i21_O1	A_i21_O2	A_i22_M01	A_i22_M02	A_i22_M03	A_i22_M04	A_i22_M05	A_i22_M06	A_i22_M07	A_i22_M08	A_i22_M09	A_i22_M10	A_i22_M11	A_i22_M12	A_i22_O1	A_i22_O2	A_i23_M01	A_i23_M02	A_i23_M03	A_i23_M04	A_i23_M05	A_i23_M06	A_i23_M07	A_i23_M08	A_i23_M09	A_i23_M10	A_i23_M11	A_i23_M12	A_i23_O1	A_i23_O2	A_i24_M01	A_i24_M02	A_i24_M03	A_i24_M04	A_i24_M05	A_i24_M06	A_i24_M07	A_i24_M08	A_i24_M09	A_i24_M1_2	A_i24_M10	A_i24_M11	A_i24_M12	A_i24_O1	A_i24_O2	A_i25_M01	A_i25_M02	A_i25_M03	A_i25_M04	A_i25_M05	A_i25_M06	A_i25_M07	A_i25_M08	A_i25_M09	A_i25_M10	A_i25_M11	A_i25_M12	A_i25_O1	A_i25_O2	A_i26_M01	A_i26_M02	A_i26_M03	A_i26_M04	A_i26_M05	A_i26_M06	A_i26_M07	A_i26_M08	A_i26_M09	A_i26_M10	A_i26_M11	A_i26_M12	A_i26_O1	A_i26_O2	A_i27_M01	A_i27_M02	A_i27_M03	A_i27_M04	A_i27_M05	A_i27_M06	A_i27_M07	A_i27_M08	A_i27_M09	A_i27_M10	A_i27_M11	A_i27_M12	A_i27_O1	A_i27_O2	A_i28_M01	A_i28_M02	A_i28_M03	A_i28_M04	A_i28_M05	A_i28_M06	A_i28_M07	A_i28_M08	A_i28_M09	A_i28_M10	A_i28_M11	A_i28_M12	A_i28_O1	A_i28_O2	A_i29_M01	A_i29_M02	A_i29_M03	A_i29_M04	A_i29_M05	A_i29_M06	A_i29_M08	A_i29_M09	A_i29_M10	A_i29_M11	A_i29_M12	A_i29_O1	A_i29_O2	A_i30_M01	A_i30_M02	A_i30_M03	A_i30_M04	A_i30_M05	A_i30_M06	A_i30_M07	A_i30_M08	A_i30_M09	A_i30_M10	A_i30_M11	A_i30_M12	A_i30_O1	A_i30_O2	A_i31_M01	A_i31_M02	A_i31_M03	A_i31_M04	A_i31_M05	A_i31_M06	A_i31_M07	A_i31_M08	A_i31_M09	A_i31_M10	A_i31_M11	A_i31_M12	A_i31_O1	A_i31_O2	A_i32_M01	A_i32_M02	A_i32_M03	A_i32_M04	A_i32_M05	A_i32_M06	A_i32_M07	A_i32_M08	A_i32_M09	A_i32_M10	A_i32_M11	A_i32_M12	A_i32_O1	A_i32_O2	A_Mock	A_Mock_Arch	A_Mock_Arch1	A_Mock1	A_NC_batch1_4	A_NC_batch5_8	A_NC_batch9_12	A_NC_batchO13_16	A_NC_batchO16	A_NC_O1_2	A_NC_O1	A_NC_pre	A_NC_V1_O1	A_NC_V2_O2	A_PC	Neg_Swab1	NegA_O	NegA_Swab3
1902045fa7900495d421b8a8f308eb85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	0	0	0	0	0	0	0	379	185	0	1738	208	264	457	220	303	1336	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3444	244	35	583	163	13	0	0	0	4	4185	281	1727	20	671	1323	1494	950	60	511	0	0	0	0	0	0	0	1611	1152	1226	734	2362	7	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	2355	0	553	95	3	387	1352	3799	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	120	191	0	0	0	0	0	7	0	0	7	1089	118	69	739	11	189	43	75	0	0	0	19	193	0	0	88	1631	18	40	0	4	0	0	0	0	0	0	629	0	0	18	0	63	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	857	662	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3706	41	0	0	0	0	0	123	9169	1129	3861	2046	1490	748	13	108	0	64	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	93	1062	7864	5718	13	912	1117	169	0	0	0	0	2473	916	975	500	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	13	7	17	376	32	124	238	58	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	503	27	823	220	0	78	38	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
394eda29c886632f514dd94b58381186	0	0	1198	180	2	469	369	481	18	13	3260	122	0	0	0	0	0	0	27	6	167	41	826	0	3109	0	0	21	0	0	4	0	0	0	444	146	30	2128	1682	0	0	0	7	1270	17	286	30	951	566	64	26	10	0	0	0	0	8	758	206	9	180	211	590	1955	1452	17	0	895	0	0	0	0	0	0	0	27	24	37	11	0	2675	0	0	0	0	5	0	0	0	38	11	0	0	0	7	0	0	11	0	0	0	0	0	0	70	0	0	0	0	623	0	23	195	20	696	906	13	571	2617	170	376	0	0	0	0	0	0	0	25	0	483	247	23	240	1044	0	0	158	0	0	0	0	0	0	0	0	0	78	174	90	0	2180	5	34	0	212	136	904	782	1128	2399	93	11	78	0	0	0	536	0	139	13	812	582	453	908	796	9	0	0	0	26	0	0	0	45	0	0	0	0	62	0	0	0	0	0	17	0	0	59	50	20	18	80	0	6	0	14	0	0	0	0	0	0	0	0	2	0	0	0	233	20	0	0	0	0	16	0	171	0	216	0	0	29	0	0	0	1252	61	0	0	900	262	0	0	0	1480	15	708	0	0	0	16	36	107	337	88	314	0	77	0	2317	0	0	0	0	0	21	0	0	0	116	888	12	2	155	0	22	62	73	177	525	0	124	0	11	0	2046	0	0	0	243	23	124	191	154	1065	19	64	34	1041	1664	892	0	0	0	0	0	0	0	0	0	0	0	356	16	599	0	1712	0	0	66	706	369	603	79	530	39	16	22	127	18	0	8	0	0	0	4490	33	1684	0	0	0	5	0	0	0	83	227	341	363	0	0	0	48	632	394	72	407	0	0	0	0	0	30	99	517	102	0	0	0	0	0	34	0	0	0	0	0	56	434	242	25	0	4	10	0	32	0	0	0	844	119	0	0	605	0	28	506	509	0	0	0	0	0	53	0	768	23	111	317	8	45	16	572	0	0	0	0	23	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0a21726cd4952a96635576553da67787	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	130	0	0	0	79	2387	229	405	0	0	10	0	5	0	47	6	33	57	30	10	140	67	0	0	0	0	0	5	0	0	0	0	0	21	0	0	0	3	0	0	35	0	0	0	0	1623	1486	912	3	0	0	0	0	0	0	0	0	0	7	1427	381	31	0	0	26	0	0	0	0	0	34	147	579	221	0	135	0	0	0	0	10	0	0	0	887	13	0	19	0	96	0	0	0	0	0	30	21	579	254	0	382	1719	27	15	0	0	0	0	0	0	0	11	0	0	0	49	611	1708	4	0	0	0	0	22	0	0	0	0	13	0	137	13	0	0	0	0	4	7	52	370	2596	655	608	2063	334	20	0	0	0	0	48	0	57	1081	890	755	655	180	230	0	0	0	0	0	0	0	0	3536	763	5	0	0	134	0	0	8	321	0	1348	11	108	103	0	114	6	90	0	0	0	0	0	0	0	0	0	4	15	0	0	5	0	0	0	0	0	0	0	0	0	40	4233	13	4182	0	0	0	0	0	3	10	0	0	0	672	1173	0	0	3	0	0	0	0	0	0	213	1266	2054	226	19	340	20	88	0	0	0	0	2	0	20	0	0	11	560	51	227	0	0	0	0	12	9	0	18	0	22	24	94	25	0	72	0	0	4	0	0	0	0	0	833	14	66	0	694	2160	220	0	0	0	0	0	0	0	0	0	499	619	423	0	37	4	0	16	27	187	875	23	1390	48	729	0	0	3	24	0	0	0	0	0	0	14	18	59	14	0	0	0	5	0	0	0	0	0	2501	0	9	10	25	67	691	452	663	0	0	0	3	289	4	1266	2898	89	36	0	0	0	0	0	0	0	2	45	0	1513	1804	1170	7	13	0	0	0	0	0	0	6	442	189	19	3	433	0	116	45	898	0	0	0	0	0	0	10	225	0	6	0	0	393	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d135dfbf857c62673695ef24332b100	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	94	1706	0	9	128	31	392	542	832	0	0	7	0	0	0	0	0	0	52	0	0	34	0	0	1075	0	5	337	0	245	12	70	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	94	756	7	0	0	23	0	3	1346	3	413	0	31	276	0	17	0	4569	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	5	605	87	25	485	0	50	224	0	109	130	620	466	24	0	31	5134	24	16	24	11	0	150	143	35	173	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	612	1024	965	678	1590	27	0	0	7	575	1032	1575	24	111	0	0	0	0	0	0	0	0	0	301	529	3	0	0	1519	4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2670	813	2618	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	41	6	0	0	394	0	0	0	0	0	229	0	0	0	124	0	0	0	65	0	0	33	0	0	3092	120	5	606	100	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	245	248	430	20	0	0	379	191	205	0	0	0	0	0	0	0	0	0	0	0	0	27	225	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	10	0	1011	86	1386	0	0	0	4	22	0	1063	192	124	0	152	0	0	0	0	17	0	0	0	0	0	0	0	0	0	143	585	155	6	11	173	0	0	0	0	0	0	0	0	152	369	349	21	0	0	26	0	127	18	0	0	80	3103	606	137	3733	7	1251	2435	835	0	0	0	0	0	135	24	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
ac52cbe03fa78753c48e0bfe5df2a991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1076	0	0	0	0	1550	0	0	0	0	83	0	0	0	0	92	102	231	45	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	52	157	1033	289	1162	0	0	0	0	0	0	0	0	56	0	0	0	63	0	0	0	0	0	0	0	0	23	395	989	4955	606	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	95	2840	288	6263	960	43	428	2017	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	82	49	0	0	58	0	0	0	0	0	0	0	0	0	1886	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1448	390	335	0	0	0	0	0	0	0	0	0	7775	175	320	670	81	505	40	60	0	0	0	0	0	0	0	2309	70	22	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	201	165	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	1643	2123	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	153	555	1804	1191	0	0	0	0	0	0	5195	1836	175	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3048	355	0	743	250	0	538	97	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0
cd9401a6bce4a63af516d06d2a843f9d	0	0	4762	556	0	735	672	730	43	0	281	0	0	0	0	0	18	394	0	16	89	162	2800	0	7099	0	0	0	0	57	9	0	0	0	0	132	26	5224	594	0	0	0	16	141	0	301	23	218	206	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	323	3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	366	6	87	529	257	539	0	0	0	0	0	0	0	59	0	1500	2732	107	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	105	40	52	806	0	0	0	0	0	0	257	20	19	154	0	94	81	432	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	50	54	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	375	0	693	989	0	33	0	114	0	162	0	0	0	0	0	0	0	0	0	0	0	37	3097	13	0	0	86	0	0	0	0	0	0	0	0	23	0	2063	0	0	0	0	0	45	0	164	290	14	106	55	871	708	3489	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	73	1301	119	191	852	263	3752	53	22	57	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	152	2521	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	0	0	0
2bd9309f2f97cae51d18d06ea1ca519a	0	0	516	490	0	276	144	278	0	0	1306	78	0	0	0	0	0	709	0	0	91	27	580	205	1198	0	0	0	0	0	0	61	19	62	382	84	93	1113	1348	0	0	0	0	12	0	374	0	24	1602	32	10	6	0	0	0	0	0	0	18	0	27	31	414	740	1225	0	0	0	0	0	0	0	0	0	159	25	181	95	20	0	0	0	0	0	0	8	0	89	611	640	393	19	344	0	0	0	0	0	0	0	1513	565	213	293	1688	0	144	0	0	0	0	0	0	0	50	93	0	40	33	244	302	0	0	0	0	0	0	0	0	0	95	74	23	101	0	0	0	0	0	0	0	0	0	89	47	0	28	437	709	30	0	0	0	16	0	42	168	857	322	140	873	17	0	11	0	0	0	14	0	8	138	454	552	399	581	649	0	0	0	0	0	0	0	0	296	536	0	0	0	29	0	0	0	0	0	12	9	38	477	10	68	16	58	0	0	0	0	0	0	0	63	215	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	23	0	194	0	24	0	0	0	12	373	807	0	0	816	796	101	8	0	1983	0	0	0	46	0	122	871	443	1083	54	107	11	125	0	0	0	0	0	292	0	21	0	7	518	52	786	0	14	0	0	10	9	13	0	0	586	751	11	0	0	1648	0	0	8	219	38	121	96	587	276	9	32	29	1209	897	636	0	0	0	0	80	182	349	668	7	504	967	288	27	447	0	770	136	139	385	303	41	916	28	689	33	0	0	73	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	566	299	47	26	0	0	0	157	187	29	65	348	110	0	0	12	8	0	0	0	0	0	0	10	0	254	213	0	0	0	0	0	0	20	0	14	730	911	204	59	1293	0	121	475	383	0	0	0	0	0	0	0	485	23	173	95	21	80	29	99	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	6	0	0	0
cb42bb4821249ac864067ac87d1c1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50758	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ceb1072b32f942ffb8de75d814f40e43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89c32f6edf292c4b26e5fa18d97c5abd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c063bea02a54ab0ae7c3c0e9311c8ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
